####### ELECTION INFO ########
Election Name,State
Sample Prez Primary,MI

####### CONTESTS ########
Contest Name,Targeted?,Number of Winners,Votes Allowed,Total Ballots Cast,Tabulated Votes
POTUS (DEM),Targeted,1,1,2271110,Bennet: 1532; Biden: 838564; Bloomberg: 73175; Booker: 871; Buttigieg: 22374; Castro: 315; Delaney: 466; Gabbard: 9461; Klobuchar: 10969; Sanders: 576916; Sestak: 785; Steyer: 1732; Uncommitted: 19040; Warren: 26051; Williamson: 728; Yang: 2381
POTUS (Rep),Opportunistic,1,1,2271110,Sanford: 4258; Trump: 640522; Uncommitted: 28485; Walsh: 4067; Weld: 6099

####### AUDIT SETTINGS ########
Audit Name,Risk Limit,Random Seed,Online Data Entry?
ThursdayTest,10%,12345123451234512345,Yes

####### AUDIT BOARDS ########
Jurisdiction Name,Audit Board Name,Member 1 Name,Member 1 Affiliation,Member 2 Name,Member 2 Affiliation
Kalamazoo County,Audit Board #1,Snoopy Dog,Independent,Charlie Brown,
Keweenaw County,Audit Board #1,Mickey Mouse,Democrat,Minney Mouse,Republican

####### ROUNDS ########
Round Number,Contest Name,Targeted?,Sample Size,Risk Limit Met?,P-Value,Start Time,End Time,Audited Votes
1,POTUS (DEM),Targeted,663,No,,2020-05-14T22:25:10.487166,,Bennet: 0; Biden: 0; Bloomberg: 0; Booker: 0; Buttigieg: 0; Castro: 0; Delaney: 0; Gabbard: 0; Klobuchar: 0; Sanders: 0; Sestak: 0; Steyer: 0; Uncommitted: 0; Warren: 0; Williamson: 0; Yang: 0
1,POTUS (Rep),Opportunistic,663,No,,2020-05-14T22:25:10.487166,,Sanford: 0; Trump: 0; Uncommitted: 0; Walsh: 0; Weld: 0

####### SAMPLED BALLOTS ########
Jurisdiction Name,Batch Name,Ballot Position,Ticket Numbers,Audited?,Audit Result: POTUS (DEM),Audit Result: POTUS (Rep)
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 124",22,Round 1: 0.001448804,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 90",1,Round 1: 0.007403249,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 91",4,Round 1: 0.003516172,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 15 Batch 128",19,Round 1: 0.007814740,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 15 Batch 128",24,Round 1: 0.011436731,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 15 Batch 200",1,Round 1: 0.005057697,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 16 Batch 115",2,Round 1: 0.009718950,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 17 Batch 25",35,Round 1: 0.010044023,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 17 Batch 26",9,Round 1: 0.006358475,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precinct 21 Batch 67",29,Round 1: 0.010268919,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 101",12,Round 1: 0.007916172,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 95",12,Round 1: 0.002337088,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 96",4,Round 1: 0.011081188,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 97",42,Round 1: 0.008786747,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 169",40,Round 1: 0.009898235,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 170",36,Round 1: 0.002532433,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 172",27,Round 1: 0.002446214,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 175",2,Round 1: 0.009985742,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 175",33,Round 1: 0.010159555,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 176",8,Round 1: 0.010035769,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 17",17,Round 1: 0.009010016,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 7",20,Round 1: 0.011539515,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 8",13,Round 1: 0.003095910,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 164",2,Round 1: 0.003178317,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 166",22,Round 1: 0.005375494,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 166",35,Round 1: 0.000231573,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 167",0,Round 1: 0.010316168,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 167",1,Round 1: 0.005029108,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 130",3,Round 1: 0.004965596,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 130",37,Round 1: 0.001623808,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 131",49,Round 1: 0.003317551,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 135",13,Round 1: 0.003936830,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 136",45,Round 1: 0.009377587,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 206",2,Round 1: 0.008075069,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 46",16,Round 1: 0.009028442,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 48",34,Round 1: 0.000959785,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 48",36,Round 1: 0.005134021,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 49",36,Round 1: 0.009702124,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 51",43,Round 1: 0.001833676,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 203",2,Round 1: 0.009925951,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 78",43,Round 1: 0.010771070,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 80",47,Round 1: 0.010456855,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 81",0,Round 1: 0.001277937,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 81",18,Round 1: 0.001356560,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 84",22,Round 1: 0.012152352,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 87",28,Round 1: 0.001478424,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 3, Precincts 29 & 30 Batch 87",32,Round 1: 0.008145315,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 32 Batch 14",10,Round 1: 0.002093464,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 159",4,Round 1: 0.002156966,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 159",7,Round 1: 0.003722243,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 33 Batch 160",45,Round 1: 0.007073611,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 35 Batch 31",38,Round 1: 0.005098198,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 35 Batch 32",13,Round 1: 0.009287455,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 35 Batch 33",2,Round 1: 0.006292972,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 39 Batch 2",27,Round 1: 0.000859363,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 34",18,Round 1: 0.007375341,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 35",1,Round 1: 0.007611350,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 38",26,Round 1: 0.008098657,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 38",39,Round 1: 0.008333222,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 39",2,Round 1: 0.007932942,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 41 Batch 39",4,Round 1: 0.011109220,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 117",13,Round 1: 0.004199633,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 117",35,Round 1: 0.008895403,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 118",13,Round 1: 0.000303058,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 42 Batch 118",37,Round 1: 0.011563847,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 43 Batch 3",2,Round 1: 0.008685900,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 44 Batch 155",8,Round 1: 0.009075080,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 44 Batch 157",4,Round 1: 0.000015200,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precinct 44 Batch 157",36,Round 1: 0.006222033,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 201",13,Round 1: 0.011341274,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 201",15,Round 1: 0.002610367,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 232",11,Round 1: 0.000109982,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 72",25,Round 1: 0.005582142,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 72",37,Round 1: 0.006295597,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 73",19,Round 1: 0.006133813,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 73",28,Round 1: 0.011507479,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 76",19,Round 1: 0.004034050,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 36 & 37 Batch 76",25,Round 1: 0.012117670,NOT_AUDITED,,
Kalkaska County,"AVCB City of Lansing, Ward 4, Precincts 38 & 40 Batch 21",48,Round 1: 0.005670045,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11, & Ward 4, Precinct 34",34,Round 1: 0.001791876,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 2",121,Round 1: 0.004359680,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 3",40,Round 1: 0.008942758,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 3",94,Round 1: 0.007172182,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 3",105,Round 1: 0.001503850,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 3",169,Round 1: 0.001974352,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 4",71,Round 1: 0.004169002,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 4",123,Round 1: 0.002947430,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 4",150,Round 1: 0.011926525,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 4",180,Round 1: 0.003059464,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 5 & 45",9,Round 1: 0.003863287,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 5 & 45",96,Round 1: 0.011077039,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 5 & 45",111,Round 1: 0.002863795,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 5 & 45",278,Round 1: 0.009728418,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 6 & 7",57,Round 1: 0.010348495,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 6 & 7",73,Round 1: 0.002974524,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 6 & 7",111,Round 1: 0.008956449,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 6 & 7",142,Round 1: 0.011339134,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 8",6,Round 1: 0.000649461,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 1, Precinct 8",81,Round 1: 0.011004334,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 12",86,Round 1: 0.007739399,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 13",4,Round 1: 0.010849959,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 13",5,Round 1: 0.003206623,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 15",43,Round 1: 0.002595639,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 16",28,Round 1: 0.009437497,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 16",59,Round 1: 0.011800911,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 17",42,Round 1: 0.004237414,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 2, Precinct 17",47,Round 1: 0.007579826,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 22 & 26",10,Round 1: 0.006216230,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 22 & 26",72,Round 1: 0.009289465,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 24 & 25",78,Round 1: 0.009459478,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 27",2,Round 1: 0.007806842,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 27",21,Round 1: 0.009015008,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 28 & 31",20,Round 1: 0.001514214,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 28 & 31",188,Round 1: 0.009796077,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 28 & 31",194,Round 1: 0.009207390,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 3, Precinct 28 & 31",200,Round 1: 0.008457518,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 35",28,Round 1: 0.011091275,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 35",54,Round 1: 0.010812817,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 36 & 37",9,Round 1: 0.009523586,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 36 & 37",111,Round 1: 0.001917103,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 36 & 37",209,"Round 1: 0.005907884, 0.010352589",NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 38 & 40",35,Round 1: 0.004475764,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 38 & 40",123,Round 1: 0.005267714,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 41",4,Round 1: 0.008003694,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 41",50,Round 1: 0.011459047,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 41",100,"Round 1: 0.000280474, 0.000762991",NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 41",114,Round 1: 0.000688277,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 41",118,Round 1: 0.009897439,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 44",18,Round 1: 0.010666576,NOT_AUDITED,,
Kalkaska County,"City of Lansing, Ward 4, Precinct 44",68,Round 1: 0.011951055,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11 & Ward 4, Precinct 34 Batch 41",27,Round 1: 0.006066845,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 10, Ward 2, Precinct 11 & Ward 4, Precinct 34 Batch 59",41,Round 1: 0.007634171,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 1 Batch 140",16,Round 1: 0.006876947,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 1 Batch 140",32,Round 1: 0.008727394,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 1 Batch 141",38,Round 1: 0.006955488,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 2 Batch 56",6,Round 1: 0.007016780,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 2 Batch 57",16,Round 1: 0.010909613,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 3 Batch 142",3,Round 1: 0.006293372,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 3 Batch 146",3,Round 1: 0.010537582,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 3 Batch 146",40,Round 1: 0.011326522,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 4 Batch 112",48,Round 1: 0.010954516,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 4 Batch 113",17,Round 1: 0.011838750,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 8 Batch 29",24,Round 1: 0.006454467,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 8 Batch 30",2,Round 1: 0.003361027,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precinct 9 Batch 108",25,Round 1: 0.005003659,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 5 & 45 Batch 151",41,Round 1: 0.005678302,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 5 & 45 Batch 154",7,Round 1: 0.008849271,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 5 & 45 Batch 220",3,Round 1: 0.009423554,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 103",28,Round 1: 0.007146223,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 105",5,Round 1: 0.006653639,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 105",20,Round 1: 0.002471370,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 107",38,Round 1: 0.006664844,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 1, Precincts 6 & 7 Batch 202",5,Round 1: 0.010579620,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 121",16,Round 1: 0.001935198,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 122",47,Round 1: 0.011057790,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 123",4,Round 1: 0.011966495,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 12 Batch 124",18,Round 1: 0.007439332,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 89",5,Round 1: 0.005876637,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 89",45,Round 1: 0.002003878,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 90",37,Round 1: 0.012021462,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 91",36,Round 1: 0.004549185,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 13 Batch 93",4,Round 1: 0.008150888,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 15 Batch 126",46,Round 1: 0.002221524,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 15 Batch 127",32,Round 1: 0.011457184,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 15 Batch 242",1,Round 1: 0.011868242,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 16 Batch 224",1,Round 1: 0.012117094,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 17 Batch 24",36,Round 1: 0.008909665,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 17 Batch 26",20,Round 1: 0.003291963,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 21 Batch 67",27,Round 1: 0.005793501,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precinct 21 Batch 69",42,Round 1: 0.000597149,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 207",3,Round 1: 0.000327595,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 95",9,Round 1: 0.000288922,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 95",20,Round 1: 0.011400503,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precincts 14 & 18 Batch 99",25,Round 1: 0.006744470,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 174",34,Round 1: 0.009898243,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 2, Precincts 19 & 20 Batch 175",49,Round 1: 0.005360880,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 15",7,Round 1: 0.004970095,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 16",44,Round 1: 0.004937195,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 17",33,Round 1: 0.006290958,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precinct 23 Batch 17",46,Round 1: 0.010097788,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 8",0,Round 1: 0.003316769,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precinct 27 Batch 8",26,Round 1: 0.011660093,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 164",26,Round 1: 0.002448786,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 165",8,Round 1: 0.007166866,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 165",20,Round 1: 0.001841184,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 166",8,Round 1: 0.010417968,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 167",38,Round 1: 0.008376319,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 168",20,Round 1: 0.001316809,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 22 & 26 Batch 205",11,Round 1: 0.000211852,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 130",40,Round 1: 0.006317647,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 131",46,Round 1: 0.011669360,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 135",5,Round 1: 0.009758892,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 24 & 25 Batch 206",21,Round 1: 0.011108301,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 43",8,Round 1: 0.009305523,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 44",2,Round 1: 0.003544450,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 45",45,Round 1: 0.010911913,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 45",46,Round 1: 0.006610217,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 47",32,Round 1: 0.003006644,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 48",4,Round 1: 0.010392346,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 48",8,Round 1: 0.010719557,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 48",17,Round 1: 0.002685910,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 48",37,Round 1: 0.011556904,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 51",23,Round 1: 0.005403526,NOT_AUDITED,,
Kent County,"AVCB City of Lansing, Ward 3, Precincts 28 & 31 Batch 52",10,Round 1: 0.005335609,NOT_AUDITED,,
